CustomerID,Recency,Frequency,Monetary,LastPurchaseDate,R_Score,F_Score,M_Score,RFM_Score,Segment
CUST10375,103,23,24832.72,2025-04-17,5,3,4,534,Loyal Customers
CUST10376,173,25,27013.37,2025-02-06,5,4,4,544,Champions
CUST10377,27,24,23338.16,2025-07-02,3,3,3,333,Needs Attention
CUST10378,13,22,16664.32,2025-07-16,2,2,1,221,Lost Customers
CUST10379,18,18,20526.54,2025-07-11,2,1,2,212,Lost Customers
CUST10380,116,31,32543.13,2025-04-04,5,5,5,555,Champions
CUST10381,4,29,27119.18,2025-07-25,1,5,4,154,At Risk
CUST10382,111,19,22476.77,2025-04-09,5,2,3,523,Potential Loyalists
CUST10383,32,31,23207.57,2025-06-27,3,5,3,353,Needs Attention
CUST10384,13,21,27666.87,2025-07-16,2,2,4,224,Cannot Lose Them
CUST10385,98,27,22158.34,2025-04-22,5,4,3,543,Loyal Customers
CUST10386,0,30,27051.63,2025-07-29,1,5,4,154,At Risk
CUST10387,5,23,26692.97,2025-07-24,1,3,4,134,Cannot Lose Them
CUST10388,21,28,32326.49,2025-07-08,2,5,5,255,At Risk
CUST10389,178,28,24616.37,2025-02-01,5,5,4,554,Champions
CUST10390,81,22,16754.84,2025-05-09,5,2,1,521,Needs Attention
CUST10391,44,18,18750.09,2025-06-15,4,1,2,412,Needs Attention
CUST10392,11,26,24657.03,2025-07-18,2,4,4,244,At Risk
CUST10393,4,26,24115.670000000002,2025-07-25,1,4,3,143,At Risk
CUST10394,33,28,26865.66,2025-06-26,3,5,4,354,Needs Attention
CUST10395,52,27,28101.46,2025-06-07,4,4,5,445,Champions
CUST10396,49,14,14578.1,2025-06-10,4,1,1,411,Needs Attention
CUST10397,82,26,26216.31,2025-05-08,5,4,4,544,Champions
CUST10398,3,31,29351.969999999998,2025-07-26,1,5,5,155,At Risk
CUST10399,143,23,15190.41,2025-03-08,5,3,1,531,Loyal Customers
CUST10400,83,24,20398.02,2025-05-07,5,3,2,532,Loyal Customers
CUST10401,50,22,24080.4,2025-06-09,4,2,3,423,Potential Loyalists
CUST10402,186,27,26339.09,2025-01-24,5,4,4,544,Champions
CUST10403,38,20,23504.260000000002,2025-06-21,3,2,3,323,Needs Attention
CUST10404,17,35,31433.0,2025-07-12,2,5,5,255,At Risk
CUST10405,42,24,27028.29,2025-06-17,4,3,4,434,Loyal Customers
CUST10406,96,23,21082.18,2025-04-24,5,3,2,532,Loyal Customers
CUST10407,33,20,25355.18,2025-06-26,3,2,4,324,Needs Attention
CUST10408,11,26,22734.39,2025-07-18,2,4,3,243,At Risk
CUST10409,28,16,17380.76,2025-07-01,3,1,1,311,Needs Attention
CUST10410,204,18,15991.630000000001,2025-01-06,5,1,1,511,Needs Attention
CUST10411,42,23,27754.78,2025-06-17,4,3,4,434,Loyal Customers
CUST10412,16,16,19488.42,2025-07-13,2,1,2,212,Lost Customers
CUST10413,133,36,37479.39,2025-03-18,5,5,5,555,Champions
CUST10414,118,21,23287.03,2025-04-02,5,2,3,523,Potential Loyalists
CUST10415,10,23,18333.37,2025-07-19,2,3,2,232,Needs Attention
CUST10416,7,35,28346.89,2025-07-22,1,5,5,155,At Risk
CUST10417,19,18,20034.13,2025-07-10,2,1,2,212,Lost Customers
CUST10418,116,17,17236.89,2025-04-04,5,1,1,511,Needs Attention
CUST10419,50,17,20050.72,2025-06-09,4,1,2,412,Needs Attention
CUST10420,29,26,23912.59,2025-06-30,3,4,3,343,Needs Attention
CUST10421,2,21,24908.09,2025-07-27,1,2,4,124,Cannot Lose Them
CUST10422,8,24,23196.78,2025-07-21,1,3,3,133,Needs Attention
CUST10423,43,22,25191.12,2025-06-16,4,2,4,424,Potential Loyalists
CUST10424,18,17,19527.69,2025-07-11,2,1,2,212,Lost Customers
CUST10425,59,16,19349.67,2025-05-31,4,1,2,412,Needs Attention
CUST10426,42,29,25563.51,2025-06-17,4,5,4,454,Champions
CUST10427,95,22,24153.420000000002,2025-04-25,5,2,3,523,Potential Loyalists
CUST10428,113,17,20971.62,2025-04-07,5,1,2,512,Needs Attention
CUST10429,15,24,28064.88,2025-07-14,2,3,5,235,Cannot Lose Them
CUST10430,21,27,29706.95,2025-07-08,2,4,5,245,At Risk
CUST10431,54,25,26226.870000000003,2025-06-05,4,4,4,444,Champions
CUST10432,0,15,18556.52,2025-07-29,1,1,2,112,Lost Customers
CUST10433,10,30,23058.28,2025-07-19,2,5,3,253,At Risk
CUST10434,8,24,25160.510000000002,2025-07-21,1,3,4,134,Cannot Lose Them
CUST10435,45,18,16235.18,2025-06-14,4,1,1,411,Needs Attention
CUST10436,81,25,32200.6,2025-05-09,5,4,5,545,Champions
CUST10437,24,24,25631.36,2025-07-05,3,3,4,334,Needs Attention
CUST10438,23,33,32246.83,2025-07-06,2,5,5,255,At Risk
CUST10439,15,31,29537.18,2025-07-14,2,5,5,255,At Risk
CUST10440,5,25,26186.9,2025-07-24,1,4,4,144,At Risk
CUST10441,104,26,28492.0,2025-04-16,5,4,5,545,Champions
CUST10442,112,26,21343.66,2025-04-08,5,4,2,542,Loyal Customers
CUST10443,38,18,19456.51,2025-06-21,3,1,2,312,Needs Attention
CUST10444,31,22,18653.94,2025-06-28,3,3,2,332,Needs Attention
CUST10445,0,23,29240.35,2025-07-29,1,3,5,135,Cannot Lose Them
CUST10446,36,28,21858.27,2025-06-23,3,5,3,353,Needs Attention
CUST10447,21,20,22560.22,2025-07-08,2,2,3,223,Needs Attention
CUST10448,2,28,25991.5,2025-07-27,1,5,4,154,At Risk
CUST10449,19,23,18602.19,2025-07-10,2,3,2,232,Needs Attention
CUST10450,10,22,22862.25,2025-07-19,2,3,3,233,Needs Attention
CUST10451,26,25,27303.59,2025-07-03,3,4,4,344,Needs Attention
CUST10452,40,23,29971.16,2025-06-19,3,3,5,335,Needs Attention
CUST10453,29,16,12774.609999999999,2025-06-30,3,1,1,311,Needs Attention
CUST10454,140,19,19800.59,2025-03-11,5,2,2,522,Needs Attention
CUST10455,114,20,18971.83,2025-04-06,5,2,2,522,Needs Attention
CUST10456,30,16,15241.98,2025-06-29,3,1,1,311,Needs Attention
CUST10457,42,23,22527.05,2025-06-17,4,3,3,433,Loyal Customers
CUST10458,5,25,21081.510000000002,2025-07-24,1,4,2,142,At Risk
CUST10459,22,28,28834.02,2025-07-07,2,5,5,255,At Risk
CUST10460,3,15,12543.38,2025-07-26,1,1,1,111,Lost Customers
CUST10461,16,24,23804.16,2025-07-13,2,3,3,233,Needs Attention
CUST10462,109,26,24681.54,2025-04-11,5,4,4,544,Champions
CUST10463,51,27,22830.17,2025-06-08,4,4,3,443,Loyal Customers
CUST10464,33,29,32103.72,2025-06-26,3,5,5,355,Needs Attention
CUST10465,83,29,30303.12,2025-05-07,5,5,5,555,Champions
CUST10466,66,20,17344.29,2025-05-24,4,2,1,421,Needs Attention
CUST10467,54,19,19161.75,2025-06-05,4,2,2,422,Needs Attention
CUST10468,12,18,20915.600000000002,2025-07-17,2,1,2,212,Lost Customers
CUST10469,18,23,21606.38,2025-07-11,2,3,3,233,Needs Attention
CUST10470,14,32,34133.31,2025-07-15,2,5,5,255,At Risk
CUST10471,80,18,18770.56,2025-05-10,5,1,2,512,Needs Attention
CUST10472,33,17,13423.43,2025-06-26,3,1,1,311,Needs Attention
CUST10473,73,26,24677.95,2025-05-17,4,4,4,444,Champions
CUST10474,97,20,24243.05,2025-04-23,5,2,3,523,Potential Loyalists
CUST10475,14,29,30735.6,2025-07-15,2,5,5,255,At Risk
CUST10476,1,26,24745.04,2025-07-28,1,4,4,144,At Risk
CUST10477,41,36,38015.78,2025-06-18,3,5,5,355,Needs Attention
CUST10478,27,22,22823.079999999998,2025-07-02,3,3,3,333,Needs Attention
CUST10479,16,28,25175.66,2025-07-13,2,5,4,254,At Risk
CUST10480,51,23,23622.42,2025-06-08,4,3,3,433,Loyal Customers
CUST10481,57,31,26353.94,2025-06-02,4,5,4,454,Champions
CUST10482,10,19,17982.43,2025-07-19,2,2,1,221,Lost Customers
CUST10483,8,20,23208.07,2025-07-21,1,2,3,123,Needs Attention
CUST10484,273,14,12344.25,2024-10-29,5,1,1,511,Needs Attention
CUST10485,61,20,21361.2,2025-05-29,4,2,3,423,Potential Loyalists
CUST10486,35,31,27366.989999999998,2025-06-24,3,5,4,354,Needs Attention
CUST10487,4,25,19988.829999999998,2025-07-25,1,4,2,142,At Risk
CUST10488,43,28,23454.68,2025-06-16,4,5,3,453,Loyal Customers
CUST10489,11,24,22598.11,2025-07-18,2,3,3,233,Needs Attention
CUST10490,49,24,20227.77,2025-06-10,4,3,2,432,Loyal Customers
CUST10491,108,29,25702.49,2025-04-12,5,5,4,554,Champions
CUST10492,6,18,12918.77,2025-07-23,1,1,1,111,Lost Customers
CUST10493,10,24,26996.29,2025-07-19,2,3,4,234,Cannot Lose Them
CUST10494,107,17,21793.38,2025-04-13,5,1,3,513,Potential Loyalists
CUST10495,28,25,24676.8,2025-07-01,3,4,4,344,Needs Attention
CUST10496,9,17,14000.5,2025-07-20,1,1,1,111,Lost Customers
CUST10497,2,20,26715.21,2025-07-27,1,2,4,124,Cannot Lose Them
CUST10498,67,28,24983.58,2025-05-23,4,5,4,454,Champions
CUST10499,38,34,24403.17,2025-06-21,3,5,4,354,Needs Attention
CUST10500,19,20,19431.67,2025-07-10,2,2,2,222,Lost Customers
CUST10501,7,24,24102.59,2025-07-22,1,3,3,133,Needs Attention
CUST10502,426,13,16877.14,2024-05-29,5,1,1,511,Needs Attention
CUST10503,51,27,32895.08,2025-06-08,4,4,5,445,Champions
CUST10504,53,23,18183.96,2025-06-06,4,3,2,432,Loyal Customers
CUST10505,36,23,29488.329999999998,2025-06-23,3,3,5,335,Needs Attention
CUST10506,75,23,22851.21,2025-05-15,4,3,3,433,Loyal Customers
CUST10507,67,22,24291.75,2025-05-23,4,3,3,433,Loyal Customers
CUST10508,95,25,24280.63,2025-04-25,5,4,3,543,Loyal Customers
CUST10509,59,22,23895.11,2025-05-31,4,3,3,433,Loyal Customers
CUST10510,58,30,44367.33,2025-06-01,4,5,5,455,Champions
CUST10511,6,26,27033.89,2025-07-23,1,4,4,144,At Risk
CUST10512,45,17,19954.23,2025-06-14,4,1,2,412,Needs Attention
CUST10513,8,21,22078.86,2025-07-21,1,2,3,123,Needs Attention
CUST10514,22,18,16999.03,2025-07-07,2,1,1,211,Lost Customers
CUST10515,10,20,18359.62,2025-07-19,2,2,2,222,Lost Customers
CUST10516,52,26,22987.87,2025-06-07,4,4,3,443,Loyal Customers
CUST10517,86,29,33278.66,2025-05-04,5,5,5,555,Champions
CUST10518,150,23,24997.65,2025-03-01,5,3,4,534,Loyal Customers
CUST10519,234,19,23211.21,2024-12-07,5,2,3,523,Potential Loyalists
CUST10520,31,20,23725.59,2025-06-28,3,2,3,323,Needs Attention
CUST10521,3,22,15914.19,2025-07-26,1,3,1,131,Needs Attention
CUST10522,39,28,25568.46,2025-06-20,3,5,4,354,Needs Attention
CUST10523,201,20,20184.81,2025-01-09,5,2,2,522,Needs Attention
CUST10524,58,28,25484.43,2025-06-01,4,5,4,454,Champions
CUST10525,10,27,27808.66,2025-07-19,2,4,4,244,At Risk
CUST10526,115,25,29998.61,2025-04-05,5,4,5,545,Champions
CUST10527,14,27,21700.690000000002,2025-07-15,2,4,3,243,At Risk
CUST10528,47,24,24042.98,2025-06-12,4,3,3,433,Loyal Customers
CUST10529,27,24,25212.18,2025-07-02,3,3,4,334,Needs Attention
CUST10530,75,22,24954.25,2025-05-15,4,3,4,434,Loyal Customers
CUST10531,95,17,12053.75,2025-04-25,5,1,1,511,Needs Attention
CUST10532,93,27,24668.05,2025-04-27,5,4,4,544,Champions
CUST10533,19,28,24125.46,2025-07-10,2,5,3,253,At Risk
CUST10534,87,29,28466.57,2025-05-03,5,5,5,555,Champions
CUST10535,3,16,17192.4,2025-07-26,1,1,1,111,Lost Customers
CUST10536,45,26,24791.83,2025-06-14,4,4,4,444,Champions
CUST10537,12,23,27334.83,2025-07-17,2,3,4,234,Cannot Lose Them
CUST10538,51,25,31479.15,2025-06-08,4,4,5,445,Champions
CUST10539,41,30,31484.36,2025-06-18,3,5,5,355,Needs Attention
CUST10540,13,19,16489.12,2025-07-16,2,2,1,221,Lost Customers
CUST10541,4,24,22662.22,2025-07-25,1,3,3,133,Needs Attention
CUST10542,133,18,16713.27,2025-03-18,5,1,1,511,Needs Attention
CUST10543,27,21,23594.01,2025-07-02,3,2,3,323,Needs Attention
CUST10544,247,24,28246.6,2024-11-24,5,3,5,535,Loyal Customers
CUST10545,6,14,17520.05,2025-07-23,1,1,1,111,Lost Customers
CUST10546,29,24,25082.3,2025-06-30,3,3,4,334,Needs Attention
CUST10547,23,20,18639.33,2025-07-06,3,2,2,322,Needs Attention
CUST10548,12,17,19975.7,2025-07-17,2,1,2,212,Lost Customers
CUST10549,63,22,21075.489999999998,2025-05-27,4,3,2,432,Loyal Customers
CUST10550,76,27,27790.88,2025-05-14,4,4,4,444,Champions
CUST10551,56,20,19818.31,2025-06-03,4,2,2,422,Needs Attention
CUST10552,26,20,23023.15,2025-07-03,3,2,3,323,Needs Attention
CUST10553,12,37,35846.25,2025-07-17,2,5,5,255,At Risk
CUST10554,1,20,15361.02,2025-07-28,1,2,1,121,Lost Customers
CUST10555,39,22,24450.46,2025-06-20,3,3,4,334,Needs Attention
CUST10556,26,27,22419.6,2025-07-03,3,4,3,343,Needs Attention
CUST10557,8,20,20179.88,2025-07-21,1,2,2,122,Lost Customers
CUST10558,6,25,24174.97,2025-07-23,1,4,3,143,At Risk
CUST10559,44,22,21259.74,2025-06-15,4,3,2,432,Loyal Customers
CUST10560,24,30,33199.47,2025-07-05,3,5,5,355,Needs Attention
CUST10561,18,27,31260.399999999998,2025-07-11,2,4,5,245,At Risk
CUST10562,5,23,19145.15,2025-07-24,1,3,2,132,Needs Attention
CUST10563,68,16,15543.01,2025-05-22,4,1,1,411,Needs Attention
CUST10564,40,18,19895.95,2025-06-19,3,1,2,312,Needs Attention
CUST10565,59,22,20021.5,2025-05-31,4,3,2,432,Loyal Customers
CUST10566,162,16,19702.72,2025-02-17,5,1,2,512,Needs Attention
CUST10567,49,22,23612.49,2025-06-10,4,3,3,433,Loyal Customers
CUST10568,93,19,15812.0,2025-04-27,5,2,1,521,Needs Attention
CUST10569,11,16,14672.46,2025-07-18,2,1,1,211,Lost Customers
CUST10570,143,29,30538.07,2025-03-08,5,5,5,555,Champions
CUST10571,229,22,23517.22,2024-12-12,5,3,3,533,Loyal Customers
CUST10572,2,29,30455.41,2025-07-27,1,5,5,155,At Risk
CUST10573,17,22,21276.72,2025-07-12,2,3,2,232,Needs Attention
CUST10574,25,21,22792.88,2025-07-04,3,2,3,323,Needs Attention
CUST10575,102,23,20804.21,2025-04-18,5,3,2,532,Loyal Customers
CUST10576,7,23,17731.35,2025-07-22,1,3,1,131,Needs Attention
CUST10577,18,18,15729.6,2025-07-11,2,1,1,211,Lost Customers
CUST10578,119,23,23728.62,2025-04-01,5,3,3,533,Loyal Customers
CUST10579,1,23,24865.74,2025-07-28,1,3,4,134,Cannot Lose Them
CUST10580,63,25,19595.85,2025-05-27,4,4,2,442,Loyal Customers
CUST10581,36,26,28350.1,2025-06-23,3,4,5,345,Needs Attention
CUST10582,42,19,19920.72,2025-06-17,4,2,2,422,Needs Attention
CUST10583,32,26,23355.49,2025-06-27,3,4,3,343,Needs Attention
CUST10584,27,27,22445.21,2025-07-02,3,4,3,343,Needs Attention
CUST10585,18,24,28453.03,2025-07-11,2,3,5,235,Cannot Lose Them
CUST10586,29,28,24996.27,2025-06-30,3,5,4,354,Needs Attention
CUST10587,1,24,25311.36,2025-07-28,1,3,4,134,Cannot Lose Them
CUST10588,16,17,17384.76,2025-07-13,2,1,1,211,Lost Customers
CUST10589,1,23,19556.47,2025-07-28,1,3,2,132,Needs Attention
CUST10590,1,26,27265.04,2025-07-28,1,4,4,144,At Risk
CUST10591,13,27,23548.72,2025-07-16,2,4,3,243,At Risk
CUST10592,62,21,21528.53,2025-05-28,4,2,3,423,Potential Loyalists
CUST10593,21,23,22820.48,2025-07-08,2,3,3,233,Needs Attention
CUST10594,22,17,14673.51,2025-07-07,2,1,1,211,Lost Customers
CUST10595,28,24,28613.32,2025-07-01,3,4,5,345,Needs Attention
CUST10596,0,24,16789.79,2025-07-29,1,4,1,141,At Risk
CUST10597,143,19,19349.46,2025-03-08,5,2,2,522,Needs Attention
CUST10598,28,24,21105.84,2025-07-01,3,4,2,342,Needs Attention
CUST10599,21,18,17156.22,2025-07-08,2,1,1,211,Lost Customers
CUST10600,75,30,24352.04,2025-05-15,4,5,3,453,Loyal Customers
CUST10601,18,23,22498.58,2025-07-11,2,3,3,233,Needs Attention
CUST10602,23,23,21378.57,2025-07-06,3,3,3,333,Needs Attention
CUST10603,108,20,15887.32,2025-04-12,5,2,1,521,Needs Attention
CUST10604,59,13,12536.369999999999,2025-05-31,4,1,1,411,Needs Attention
CUST10605,91,12,16138.39,2025-04-29,5,1,1,511,Needs Attention
CUST10606,41,23,22397.899999999998,2025-06-18,3,3,3,333,Needs Attention
CUST10607,36,22,23266.59,2025-06-23,3,3,3,333,Needs Attention
CUST10608,401,20,21884.45,2024-06-23,5,2,3,523,Potential Loyalists
CUST10609,64,21,18714.42,2025-05-26,4,2,2,422,Needs Attention
CUST10610,4,23,22279.89,2025-07-25,1,3,3,133,Needs Attention
CUST10611,1,28,24531.18,2025-07-28,1,5,4,154,At Risk
CUST10612,4,22,23820.03,2025-07-25,1,3,3,133,Needs Attention
CUST10613,10,28,28177.510000000002,2025-07-19,2,5,5,255,At Risk
CUST10614,0,17,13111.06,2025-07-29,1,1,1,111,Lost Customers
CUST10615,68,23,21038.27,2025-05-22,4,3,2,432,Loyal Customers
CUST10616,118,32,31208.46,2025-04-02,5,5,5,555,Champions
CUST10617,40,29,32881.78,2025-06-19,3,5,5,355,Needs Attention
CUST10618,50,25,19407.46,2025-06-09,4,4,2,442,Loyal Customers
CUST10619,34,18,21559.690000000002,2025-06-25,3,1,3,313,Needs Attention
CUST10620,20,22,20337.14,2025-07-09,2,3,2,232,Needs Attention
CUST10621,44,30,33635.49,2025-06-15,4,5,5,455,Champions
CUST10622,37,16,12896.12,2025-06-22,3,1,1,311,Needs Attention
CUST10623,133,14,16212.51,2025-03-18,5,1,1,511,Needs Attention
CUST10624,8,16,16533.53,2025-07-21,1,1,1,111,Lost Customers
CUST10625,164,24,21189.38,2025-02-15,5,4,2,542,Loyal Customers
CUST10626,116,28,28290.13,2025-04-04,5,5,5,555,Champions
CUST10627,16,20,21236.11,2025-07-13,2,2,2,222,Lost Customers
CUST10628,75,25,22541.4,2025-05-15,4,4,3,443,Loyal Customers
CUST10629,27,18,15593.1,2025-07-02,3,1,1,311,Needs Attention
CUST10630,5,22,20283.27,2025-07-24,1,3,2,132,Needs Attention
CUST10631,6,22,16194.66,2025-07-23,1,3,1,131,Needs Attention
CUST10632,4,28,31576.39,2025-07-25,1,5,5,155,At Risk
CUST10633,15,30,30800.47,2025-07-14,2,5,5,255,At Risk
CUST10634,15,22,18866.87,2025-07-14,2,3,2,232,Needs Attention
CUST10635,75,24,29768.69,2025-05-15,4,4,5,445,Champions
CUST10636,46,16,16537.71,2025-06-13,4,1,1,411,Needs Attention
CUST10637,48,23,20622.71,2025-06-11,4,3,2,432,Loyal Customers
CUST10638,142,20,19509.19,2025-03-09,5,2,2,522,Needs Attention
CUST10639,148,18,16082.87,2025-03-03,5,1,1,511,Needs Attention
CUST10640,32,21,23559.63,2025-06-27,3,2,3,323,Needs Attention
CUST10641,7,28,28951.6,2025-07-22,1,5,5,155,At Risk
CUST10642,141,24,22796.35,2025-03-10,5,4,3,543,Loyal Customers
CUST10643,23,19,16071.88,2025-07-06,3,2,1,321,Needs Attention
CUST10644,11,30,26997.56,2025-07-18,2,5,4,254,At Risk
CUST10645,9,13,12004.05,2025-07-20,1,1,1,111,Lost Customers
CUST10646,374,25,21739.28,2024-07-20,5,4,3,543,Loyal Customers
CUST10647,2,25,23233.06,2025-07-27,1,4,3,143,At Risk
CUST10648,54,31,32054.27,2025-06-05,4,5,5,455,Champions
CUST10649,25,29,33119.41,2025-07-04,3,5,5,355,Needs Attention
CUST10650,9,25,21513.15,2025-07-20,1,4,3,143,At Risk
CUST10651,156,21,18382.13,2025-02-23,5,2,2,522,Needs Attention
CUST10652,101,29,26380.56,2025-04-19,5,5,4,554,Champions
CUST10653,23,19,18189.23,2025-07-06,3,2,2,322,Needs Attention
CUST10654,16,20,18645.46,2025-07-13,2,2,2,222,Lost Customers
CUST10655,3,20,18436.4,2025-07-26,1,2,2,122,Lost Customers
CUST10656,65,27,23431.77,2025-05-25,4,4,3,443,Loyal Customers
CUST10657,17,28,31941.739999999998,2025-07-12,2,5,5,255,At Risk
CUST10658,73,28,24166.19,2025-05-17,4,5,3,453,Loyal Customers
CUST10659,23,23,20372.5,2025-07-06,3,3,2,332,Needs Attention
CUST10660,52,30,31340.24,2025-06-07,4,5,5,455,Champions
CUST10661,0,22,22575.08,2025-07-29,1,3,3,133,Needs Attention
CUST10662,0,18,15678.99,2025-07-29,1,1,1,111,Lost Customers
CUST10663,92,22,17384.0,2025-04-28,5,3,1,531,Loyal Customers
CUST10664,41,21,15592.0,2025-06-18,3,2,1,321,Needs Attention
CUST10665,48,19,14124.56,2025-06-11,4,2,1,421,Needs Attention
CUST10666,194,22,18803.96,2025-01-16,5,3,2,532,Loyal Customers
CUST10667,212,17,16455.95,2024-12-29,5,1,1,511,Needs Attention
CUST10668,49,14,15743.57,2025-06-10,4,1,1,411,Needs Attention
CUST10669,35,29,27169.03,2025-06-24,3,5,4,354,Needs Attention
CUST10670,36,16,14649.880000000001,2025-06-23,3,1,1,311,Needs Attention
CUST10671,110,34,39763.52,2025-04-10,5,5,5,555,Champions
CUST10672,14,16,14824.689999999999,2025-07-15,2,1,1,211,Lost Customers
CUST10673,5,19,21166.77,2025-07-24,1,2,2,122,Lost Customers
CUST10674,77,20,21250.829999999998,2025-05-13,5,2,2,522,Needs Attention
CUST10675,77,29,28631.71,2025-05-13,5,5,5,555,Champions
CUST10676,73,25,31814.14,2025-05-17,4,4,5,445,Champions
CUST10677,8,26,24491.39,2025-07-21,1,4,4,144,At Risk
CUST10678,54,27,23609.4,2025-06-05,4,4,3,443,Loyal Customers
CUST10679,25,27,23396.93,2025-07-04,3,4,3,343,Needs Attention
CUST10680,21,17,17161.31,2025-07-08,2,1,1,211,Lost Customers
CUST10681,48,22,19884.08,2025-06-11,4,3,2,432,Loyal Customers
CUST10682,7,21,22836.18,2025-07-22,1,2,3,123,Needs Attention
CUST10683,21,23,29468.39,2025-07-08,2,3,5,235,Cannot Lose Them
CUST10684,28,29,24484.940000000002,2025-07-01,3,5,4,354,Needs Attention
CUST10685,195,19,18089.59,2025-01-15,5,2,1,521,Needs Attention
CUST10686,61,22,17468.920000000002,2025-05-29,4,3,1,431,Loyal Customers
CUST10687,49,22,23117.41,2025-06-10,4,3,3,433,Loyal Customers
CUST10688,69,19,17971.02,2025-05-21,4,2,1,421,Needs Attention
CUST10689,220,21,22525.14,2024-12-21,5,2,3,523,Potential Loyalists
CUST10690,42,18,29243.81,2025-06-17,4,1,5,415,Potential Loyalists
CUST10691,109,15,17465.64,2025-04-11,5,1,1,511,Needs Attention
CUST10692,18,24,24359.38,2025-07-11,2,4,4,244,At Risk
CUST10693,21,22,21159.38,2025-07-08,2,3,2,232,Needs Attention
CUST10694,21,22,22082.65,2025-07-08,2,3,3,233,Needs Attention
CUST10695,33,27,24610.36,2025-06-26,3,4,4,344,Needs Attention
CUST10696,36,30,40035.479999999996,2025-06-23,3,5,5,355,Needs Attention
CUST10697,45,30,31834.3,2025-06-14,4,5,5,455,Champions
CUST10698,28,15,15353.75,2025-07-01,3,1,1,311,Needs Attention
CUST10699,20,27,23599.96,2025-07-09,2,4,3,243,At Risk
CUST10700,4,17,19200.63,2025-07-25,1,1,2,112,Lost Customers
CUST10701,16,29,21017.69,2025-07-13,2,5,2,252,At Risk
CUST10702,100,21,24844.72,2025-04-20,5,2,4,524,Potential Loyalists
CUST10703,54,21,23938.16,2025-06-05,4,2,3,423,Potential Loyalists
CUST10704,11,23,25490.21,2025-07-18,2,3,4,234,Cannot Lose Them
CUST10705,59,18,20825.95,2025-05-31,4,1,2,412,Needs Attention
CUST10706,21,22,22626.21,2025-07-08,2,3,3,233,Needs Attention
CUST10707,17,22,19681.27,2025-07-12,2,3,2,232,Needs Attention
CUST10708,14,19,20574.71,2025-07-15,2,2,2,222,Lost Customers
CUST10709,10,23,21982.81,2025-07-19,2,3,3,233,Needs Attention
CUST10710,12,31,25599.91,2025-07-17,2,5,4,254,At Risk
CUST10711,76,19,19527.1,2025-05-14,4,2,2,422,Needs Attention
CUST10712,48,17,13125.9,2025-06-11,4,1,1,411,Needs Attention
CUST10713,106,23,27701.45,2025-04-14,5,3,4,534,Loyal Customers
CUST10714,11,16,13656.35,2025-07-18,2,1,1,211,Lost Customers
CUST10715,69,24,21794.46,2025-05-21,4,4,3,443,Loyal Customers
CUST10716,3,31,30340.3,2025-07-26,1,5,5,155,At Risk
CUST10717,3,26,25772.54,2025-07-26,1,4,4,144,At Risk
CUST10718,0,21,23920.64,2025-07-29,1,2,3,123,Needs Attention
CUST10719,2,23,28344.0,2025-07-27,1,3,5,135,Cannot Lose Them
CUST10720,3,35,35168.68,2025-07-26,1,5,5,155,At Risk
CUST10721,6,22,23759.260000000002,2025-07-23,1,3,3,133,Needs Attention
CUST10722,48,27,27985.489999999998,2025-06-11,4,4,5,445,Champions
CUST10723,15,19,12865.45,2025-07-14,2,2,1,221,Lost Customers
CUST10724,1,24,27372.260000000002,2025-07-28,1,4,4,144,At Risk
CUST10725,11,20,21723.2,2025-07-18,2,2,3,223,Needs Attention
CUST10726,7,22,21731.940000000002,2025-07-22,1,3,3,133,Needs Attention
CUST10727,114,26,26903.26,2025-04-06,5,4,4,544,Champions
CUST10728,15,18,18860.99,2025-07-14,2,1,2,212,Lost Customers
CUST10729,35,6,5052.6900000000005,2025-06-24,3,1,1,311,Needs Attention
CUST10730,68,20,21032.57,2025-05-22,4,2,2,422,Needs Attention
CUST10731,76,21,20494.81,2025-05-14,4,2,2,422,Needs Attention
CUST10732,82,29,28783.09,2025-05-08,5,5,5,555,Champions
CUST10733,35,26,25890.21,2025-06-24,3,4,4,344,Needs Attention
CUST10734,34,30,30211.98,2025-06-25,3,5,5,355,Needs Attention
CUST10735,0,27,26650.39,2025-07-29,1,4,4,144,At Risk
CUST10736,133,22,20743.1,2025-03-18,5,3,2,532,Loyal Customers
CUST10737,104,18,18145.49,2025-04-16,5,1,1,511,Needs Attention
CUST10738,304,23,20721.98,2024-09-28,5,3,2,532,Loyal Customers
CUST10739,2,20,19495.04,2025-07-27,1,2,2,122,Lost Customers
CUST10740,40,15,12293.19,2025-06-19,3,1,1,311,Needs Attention
CUST10741,70,23,17101.420000000002,2025-05-20,4,3,1,431,Loyal Customers
CUST10742,9,26,29405.57,2025-07-20,1,4,5,145,At Risk
CUST10743,12,33,28176.99,2025-07-17,2,5,5,255,At Risk
CUST10744,32,27,23672.84,2025-06-27,3,4,3,343,Needs Attention
CUST10745,2,21,14006.23,2025-07-27,1,2,1,121,Lost Customers
CUST10746,14,25,26244.16,2025-07-15,2,4,4,244,At Risk
CUST10747,3,28,23626.81,2025-07-26,1,5,3,153,At Risk
CUST10748,33,21,20786.26,2025-06-26,3,2,2,322,Needs Attention
CUST10749,5,27,29668.14,2025-07-24,1,4,5,145,At Risk
CUST10750,103,19,15889.87,2025-04-17,5,2,1,521,Needs Attention
CUST10751,136,15,10536.13,2025-03-15,5,1,1,511,Needs Attention
