CustomerID,TransactionDate,TransactionAmount
CUST10145,2025-02-02,499.07
CUST10133,2023-05-09,323.24
CUST10026,2023-04-19,562.98
CUST10946,2025-05-05,132.75
CUST10446,2024-01-10,2140.05
CUST10053,2024-03-03,560.45
CUST10358,2025-03-15,2113.84
CUST10870,2025-06-28,695.97
CUST10735,2024-11-16,814.7
CUST10459,2022-12-28,1251.91
CUST10882,2024-02-04,315.53
CUST10148,2024-05-12,556.54
CUST10438,2024-11-11,1127.01
CUST10221,2024-08-23,1423.69
CUST10958,2025-06-20,420.43
CUST10160,2023-03-17,2100.34
CUST10557,2025-07-21,1305.56
CUST10366,2022-07-17,149.33
CUST10752,2024-12-12,1470.96
CUST10178,2023-03-31,1968.79
CUST10755,2023-12-23,678.85
CUST10070,2024-04-23,552.27
CUST10735,2024-05-23,129.43
CUST10268,2022-01-02,435.16
CUST10380,2023-11-04,2302.64
CUST10343,2025-03-11,453.53
CUST10049,2022-10-19,508.87
CUST10530,2024-05-15,2910.43
CUST10312,2024-09-25,1717.46
CUST10701,2025-06-04,537.72
CUST10159,2023-06-18,1140.82
CUST10950,2025-03-15,2282.04
CUST10971,2024-06-12,617.93
CUST10739,2025-06-08,604.48
CUST10615,2023-12-30,677.31
CUST10492,2024-12-11,460.52
CUST10661,2024-02-29,859.58
CUST10053,2024-01-17,2075.07
CUST10829,2023-06-28,877.94
CUST10945,2025-06-05,359.26
CUST10476,2025-05-04,1419.38
CUST10646,2021-05-06,443.1
CUST10795,2023-05-15,1343.64
CUST10427,2023-05-28,554.69
CUST10627,2024-07-09,260.94
CUST10835,2025-01-29,1647.89
CUST10089,2024-07-16,888.35
CUST10018,2022-11-11,214.18
CUST10008,2025-05-07,311.33
CUST10996,2025-07-15,543.33
CUST10786,2023-10-02,1052.19
CUST10044,2023-09-06,679.72
CUST10016,2025-07-22,1649.52
CUST10029,2024-09-26,817.32
CUST10791,2021-10-28,1481.31
CUST10220,2021-09-13,1191.02
CUST10378,2025-07-16,723.83
CUST10208,2023-05-26,1015.18
CUST10936,2025-05-21,830.44
CUST10461,2022-05-28,1764.16
CUST10045,2023-11-18,1363.63
CUST10720,2025-07-19,617.23
CUST10050,2024-11-26,883.66
CUST10226,2022-08-01,925.46
CUST10930,2023-08-14,908.35
CUST10305,2024-04-20,1103.36
CUST10205,2025-03-18,478.3
CUST10572,2025-05-20,427.93
CUST10785,2024-10-17,250.03
CUST10183,2022-01-05,1743.39
CUST10197,2023-09-07,932.93
CUST10847,2023-05-05,947.0
CUST10586,2024-02-09,548.71
CUST10848,2025-06-02,905.92
CUST10203,2024-10-06,1653.07
CUST10380,2023-01-10,328.01
CUST10544,2022-01-04,1079.52
CUST10220,2022-04-03,568.75
CUST10745,2023-11-24,507.54
CUST10138,2024-06-06,1135.69
CUST10581,2023-04-01,518.13
CUST10726,2023-10-05,980.88
CUST10882,2021-03-01,2161.74
CUST10102,2024-01-07,1891.68
CUST10321,2025-02-19,446.19
CUST10164,2023-05-04,2116.38
CUST10558,2023-01-30,481.08
CUST10823,2023-12-29,1002.3
CUST10642,2024-08-01,1432.77
CUST10475,2024-04-09,470.97
CUST10944,2025-03-28,968.37
CUST10890,2022-07-18,1218.24
CUST10677,2024-07-31,940.3
CUST10511,2024-05-25,3062.57
CUST10023,2022-11-06,691.99
CUST10555,2023-04-19,1337.22
CUST10489,2025-04-27,849.98
CUST10069,2024-11-09,466.67
CUST10013,2024-10-25,472.36
CUST10465,2025-01-21,2014.54
CUST10327,2023-09-14,88.72
CUST10586,2024-11-09,144.72
CUST10924,2023-12-28,1422.28
CUST10938,2022-09-08,908.11
CUST10367,2021-12-12,635.1
CUST10354,2023-10-16,2073.93
CUST10421,2023-10-16,1105.88
CUST10945,2025-07-06,482.31
CUST10146,2022-11-12,744.98
CUST10720,2024-09-12,2036.6
CUST10127,2024-07-25,1435.13
CUST10111,2024-08-16,2445.46
CUST10473,2024-01-13,517.45
CUST10898,2021-05-29,243.51
CUST10673,2022-03-28,1251.87
CUST10830,2023-07-21,324.62
CUST10898,2021-06-08,713.07
CUST10333,2023-12-30,1815.33
CUST10845,2021-03-26,295.34
CUST10949,2025-03-07,695.4
CUST10864,2022-07-09,703.51
CUST10170,2024-05-31,136.79
CUST10662,2024-08-03,896.23
CUST10071,2024-11-01,341.91
CUST10394,2025-02-24,379.49
CUST10021,2025-01-05,1280.07
CUST10516,2023-06-25,1302.11
CUST10454,2024-07-29,2100.69
CUST10000,2022-04-21,965.11
CUST10681,2024-10-31,1008.08
CUST10773,2024-03-25,1901.13
CUST10621,2025-01-11,1560.98
CUST10138,2025-05-10,1363.55
CUST10303,2025-01-01,2652.38
CUST10810,2021-12-01,1152.9
CUST10287,2024-07-03,130.37
CUST10311,2024-10-19,380.01
CUST10061,2024-03-12,838.64
CUST10487,2024-12-07,1382.94
CUST10486,2025-01-09,314.21
CUST10062,2023-02-19,501.24
CUST10581,2023-10-04,1053.11
CUST10152,2024-10-05,386.41
CUST10820,2023-07-17,828.94
CUST10000,2025-07-17,467.93
CUST10509,2024-11-21,904.23
CUST10610,2024-03-02,152.77
CUST10421,2025-04-23,550.11
CUST10037,2022-04-07,275.68
CUST10249,2025-03-18,525.83
CUST10119,2023-02-03,251.38
CUST10747,2025-05-05,819.46
CUST10397,2024-08-16,894.21
CUST10688,2022-03-27,2264.25
CUST10989,2024-09-18,3270.33
CUST10550,2023-11-14,393.17
CUST10536,2025-02-03,719.07
CUST10028,2024-09-22,846.81
CUST10596,2025-07-15,869.38
CUST10907,2024-11-28,904.09
CUST10315,2024-02-20,802.6
CUST10972,2025-01-08,1398.08
CUST10006,2025-02-19,1138.75
CUST10846,2021-06-06,347.41
CUST10023,2023-12-08,676.96
CUST10246,2024-10-28,1271.33
CUST10543,2025-05-04,250.87
CUST10893,2023-08-01,1149.06
CUST10732,2023-03-29,182.27
CUST10651,2024-07-22,715.78
CUST10394,2024-12-23,417.59
CUST10285,2022-12-03,159.31
CUST10642,2024-09-10,1642.22
CUST10372,2023-11-15,199.59
CUST10742,2024-05-13,873.41
CUST10981,2025-01-27,966.36
CUST10005,2022-09-29,1101.9
CUST10218,2023-06-16,213.77
CUST10630,2024-08-06,820.64
CUST10922,2025-01-09,1214.95
CUST10738,2024-06-21,352.93
CUST10439,2025-03-02,1349.58
CUST10218,2025-05-28,713.36
CUST10739,2025-01-04,373.21
CUST10463,2023-09-12,1097.39
CUST10514,2024-08-10,916.84
CUST10787,2025-07-12,755.33
CUST10050,2024-11-17,2735.21
CUST10900,2025-07-15,2150.58
CUST10132,2025-04-13,1658.06
CUST10886,2025-05-04,1669.82
CUST10828,2023-08-21,1458.27
CUST10554,2023-01-03,849.6
CUST10639,2024-06-20,330.57
CUST10276,2024-03-03,546.88
CUST10659,2024-08-11,1373.11
CUST10034,2020-11-23,162.01
CUST10959,2022-09-01,552.51
CUST10868,2023-10-11,1667.08
CUST10872,2024-05-24,1373.1
CUST10099,2024-06-14,982.3
CUST10405,2024-03-12,3129.96
CUST10097,2023-03-26,581.81
CUST10968,2024-12-02,746.9
CUST10049,2022-01-05,2213.79
CUST10506,2021-12-13,461.88
CUST10959,2021-07-24,1446.83
CUST10613,2025-07-19,1656.03
CUST10501,2025-01-23,1328.36
CUST10153,2023-08-23,77.17
CUST10114,2023-10-15,80.78
CUST10716,2024-10-18,354.74
CUST10500,2022-10-23,213.58
CUST10256,2024-05-20,1114.9
CUST10186,2025-02-02,977.05
CUST10061,2024-03-02,618.62
CUST10110,2023-08-09,562.34
CUST10545,2024-04-11,2527.06
CUST10475,2023-12-06,2060.04
CUST10073,2025-04-26,470.14
CUST10187,2024-05-03,1590.57
CUST10959,2023-03-10,797.07
CUST10345,2024-05-24,648.67
CUST10999,2025-02-02,844.81
CUST10477,2025-05-10,430.39
CUST10769,2023-08-29,455.04
CUST10547,2025-02-26,533.39
CUST10160,2022-09-06,560.92
CUST10727,2024-07-23,663.18
CUST10499,2021-08-17,386.21
CUST10752,2023-05-30,1735.66
CUST10383,2024-08-25,343.02
CUST10263,2025-03-12,315.58
CUST10909,2025-05-21,1126.9
CUST10705,2024-02-27,734.84
CUST10781,2022-12-05,124.28
CUST10910,2023-04-03,985.05
CUST10304,2024-10-30,528.91
CUST10925,2025-07-08,429.23
CUST10878,2024-01-21,533.74
CUST10495,2025-03-13,1548.61
CUST10176,2022-05-06,191.86
CUST10676,2025-04-01,1182.65
CUST10309,2025-07-26,459.82
CUST10535,2025-07-26,811.13
CUST10029,2025-01-10,346.58
CUST10180,2023-02-04,1521.89
CUST10249,2024-04-20,1630.89
CUST10107,2024-09-08,1657.68
CUST10758,2024-02-18,1883.17
CUST10398,2023-12-17,1724.86
CUST10078,2024-07-22,757.38
CUST10124,2023-10-31,2430.58
CUST10302,2023-01-01,2394.56
CUST10811,2024-06-18,687.72
CUST10831,2025-05-09,1956.22
CUST10717,2024-06-21,462.17
CUST10101,2022-03-02,3220.59
CUST10259,2024-07-20,2810.46
CUST10959,2021-10-17,1866.77
CUST10678,2024-11-10,438.68
CUST10226,2022-11-06,101.63
CUST10177,2024-04-23,1133.09
CUST10780,2024-10-17,853.04
CUST10703,2023-02-20,746.61
CUST10370,2025-06-30,232.16
CUST10109,2023-06-01,1091.61
CUST10460,2024-09-01,1185.43
CUST10101,2021-05-11,200.98
CUST10330,2023-06-02,499.89
CUST10532,2023-11-12,1346.81
CUST10559,2025-05-17,1206.7
CUST10067,2024-04-16,1248.12
CUST10457,2024-06-29,258.48
CUST10596,2025-02-01,1452.56
CUST10444,2025-06-01,1844.77
CUST10089,2025-03-26,344.72
CUST10538,2025-03-14,1822.28
CUST10615,2022-03-25,1567.53
CUST10114,2025-01-04,528.96
CUST10479,2022-03-17,1067.69
CUST10613,2024-01-20,757.36
CUST10483,2025-02-10,1993.03
CUST10262,2022-04-23,879.18
CUST10390,2025-02-17,1316.0
CUST10476,2024-10-14,666.79
CUST10484,2024-10-29,1171.72
CUST10388,2024-08-26,2384.79
CUST10392,2023-08-16,2796.12
CUST10099,2024-06-08,799.42
CUST10385,2023-09-15,516.32
CUST10341,2022-04-01,881.32
CUST10802,2024-12-10,793.51
CUST10640,2025-06-27,207.13
CUST10718,2024-10-30,756.75
CUST10010,2022-07-21,989.46
CUST10070,2024-08-11,675.91
CUST10177,2024-08-14,947.5
CUST10836,2025-07-27,651.39
CUST10939,2025-05-20,1220.12
CUST10504,2024-12-05,534.5
CUST10440,2025-06-21,416.11
CUST10890,2022-06-24,803.9
CUST10030,2025-05-19,977.46
CUST10087,2025-06-10,1173.54
CUST10749,2025-07-24,1458.72
CUST10397,2024-04-23,1175.28
CUST10702,2024-02-24,1553.99
CUST10519,2024-05-15,2249.82
CUST10612,2023-04-08,129.49
CUST10338,2024-12-19,933.88
CUST10040,2023-08-22,1723.24
CUST10868,2024-01-22,403.53
CUST10781,2022-03-17,574.09
CUST10027,2024-12-09,839.1
CUST10516,2024-10-24,139.92
CUST10668,2024-11-27,374.3
CUST10000,2025-03-02,1456.19
CUST10461,2025-03-25,316.84
CUST10766,2024-08-11,503.09
CUST10862,2024-08-27,497.28
CUST10878,2024-05-23,2198.5
CUST10542,2023-08-28,1031.38
CUST10179,2025-05-11,168.93
CUST10463,2024-08-05,687.23
CUST10309,2025-03-05,1108.66
CUST10731,2022-12-26,1534.42
CUST10416,2023-07-04,630.25
CUST10079,2022-03-08,290.6
CUST10518,2023-12-13,308.11
CUST10743,2021-07-23,376.32
CUST10630,2024-10-18,509.49
CUST10933,2023-07-29,373.46
CUST10209,2024-08-01,1829.82
CUST10437,2025-04-28,568.93
CUST10325,2024-01-28,821.36
CUST10503,2023-10-28,504.11
CUST10794,2023-08-13,804.71
CUST10439,2024-01-04,1727.22
CUST10661,2025-03-09,1265.45
CUST10400,2020-09-14,559.39
CUST10681,2024-05-07,704.92
CUST10642,2021-06-28,3514.26
CUST10031,2024-10-05,1293.7
CUST10583,2022-09-30,1418.97
CUST10725,2024-12-06,744.89
CUST10740,2022-08-31,1148.52
CUST10541,2024-01-25,536.86
CUST10656,2022-07-02,534.33
CUST10571,2023-10-10,601.66
CUST10104,2025-05-25,1231.63
CUST10175,2025-02-04,1635.06
CUST10784,2022-09-03,201.27
CUST10414,2024-10-27,2193.81
CUST10558,2025-03-19,1505.68
CUST10804,2024-04-03,1571.48
CUST10158,2025-02-19,2195.43
CUST10974,2023-09-20,193.79
CUST10957,2024-07-15,2287.09
CUST10260,2025-06-16,685.73
CUST10220,2022-03-09,412.31
CUST10506,2022-01-03,693.18
CUST10760,2022-12-06,911.22
CUST10140,2025-03-24,1454.13
CUST10351,2024-06-18,1381.63
CUST10741,2025-03-31,1678.92
CUST10744,2021-11-25,856.01
CUST10561,2024-03-13,1436.61
CUST10653,2025-02-23,971.12
CUST10974,2023-08-06,2016.47
CUST10105,2021-01-09,265.25
CUST10161,2023-11-30,524.73
CUST10610,2024-03-21,1322.74
CUST10722,2023-10-07,806.77
CUST10662,2025-07-01,843.23
CUST10826,2025-01-01,2276.74
CUST10504,2023-04-28,217.47
CUST10019,2025-01-09,1400.03
CUST10958,2023-09-11,2237.56
CUST10318,2024-12-08,221.22
CUST10038,2023-11-11,1522.31
CUST10909,2024-06-30,283.17
CUST10676,2023-12-29,1237.63
CUST10559,2023-11-23,1887.0
CUST10099,2024-10-13,209.96
CUST10275,2025-03-31,2987.28
CUST10504,2024-01-10,1301.15
CUST10737,2023-01-15,2427.28
CUST10160,2023-12-01,834.88
CUST10420,2021-08-31,1520.24
CUST10881,2022-10-16,306.13
CUST10257,2023-12-18,2182.93
CUST10360,2024-01-19,1175.41
CUST10301,2023-07-11,1388.86
CUST10331,2021-02-27,1421.1
CUST10259,2025-07-23,1061.32
CUST10190,2023-04-10,596.47
CUST10536,2025-06-13,787.17
CUST10604,2024-09-26,2034.35
CUST10978,2023-12-13,1007.25
CUST10219,2023-04-27,1763.35
CUST10876,2025-02-12,117.44
CUST10638,2025-03-09,1495.89
CUST10634,2024-05-24,1061.98
CUST10552,2023-04-19,1989.93
CUST10963,2023-11-30,2213.28
CUST10111,2024-07-18,915.74
CUST10618,2025-06-09,562.86
CUST10160,2022-06-14,1583.62
CUST10258,2023-11-14,1214.16
CUST10123,2024-06-02,958.59
CUST10207,2024-03-23,409.19
CUST10045,2025-06-08,436.72
CUST10701,2024-10-07,120.01
CUST10703,2024-12-29,315.45
CUST10140,2025-06-17,1053.82
CUST10533,2025-02-01,2897.36
CUST10768,2025-04-15,2027.53
CUST10645,2023-02-15,679.58
CUST10994,2025-02-24,1458.78
CUST10596,2024-07-07,657.97
CUST10929,2025-04-12,1261.99
CUST10846,2023-09-23,322.85
CUST10780,2023-08-03,861.27
CUST10697,2024-05-31,518.08
CUST10646,2023-06-19,776.53
CUST10964,2024-01-21,1564.61
CUST10736,2025-03-18,193.94
CUST10693,2022-10-31,750.27
CUST10464,2022-06-30,1455.21
CUST10754,2023-05-13,667.16
CUST10656,2025-01-28,637.72
CUST10569,2024-09-18,2594.61
CUST10938,2024-08-17,761.4
CUST10117,2025-06-10,133.15
CUST10552,2023-10-03,1529.98
CUST10572,2024-07-29,1172.2
CUST10777,2023-08-21,1613.69
CUST10253,2023-07-12,1200.79
CUST10181,2023-08-04,1305.37
CUST10427,2025-04-25,1056.98
CUST10431,2023-01-04,1916.73
CUST10614,2021-09-05,57.65
CUST10785,2024-02-17,502.28
CUST10169,2023-06-24,2363.28
CUST10040,2023-03-17,620.78
CUST10336,2023-12-30,535.44
CUST10707,2024-09-17,262.59
CUST10816,2024-08-08,941.06
CUST10012,2024-06-03,599.77
CUST10881,2024-03-10,770.51
CUST10328,2025-02-24,1618.41
CUST10773,2024-06-26,563.45
CUST10727,2025-02-03,921.88
CUST10174,2024-04-22,280.13
CUST10151,2023-04-25,390.78
CUST10377,2023-07-24,958.25
CUST10845,2023-05-08,1774.98
CUST10877,2023-04-09,530.58
CUST10252,2021-10-18,1109.31
CUST10875,2023-04-30,839.14
CUST10888,2024-09-15,613.25
CUST10676,2025-05-01,397.93
CUST10596,2024-09-08,707.34
CUST10923,2024-11-19,482.2
CUST10043,2023-06-10,2266.55
CUST10921,2024-09-24,857.97
CUST10730,2024-04-07,924.1
CUST10810,2025-04-01,1323.58
CUST10745,2024-07-16,504.93
CUST10949,2021-11-13,49.85
CUST10850,2021-11-08,755.77
CUST10428,2025-04-07,241.14
CUST10871,2024-08-27,770.23
CUST10900,2024-03-18,984.07
CUST10671,2022-10-07,3044.18
CUST10160,2023-04-21,395.75
CUST10334,2022-02-04,484.88
CUST10600,2021-08-28,1940.21
CUST10219,2023-03-14,669.81
CUST10640,2025-04-22,1170.24
CUST10249,2025-02-28,294.74
CUST10492,2025-02-25,668.19
CUST10288,2025-02-28,311.55
CUST10276,2024-08-18,1582.38
CUST10599,2025-07-08,2205.78
CUST10657,2025-02-28,69.41
CUST10531,2024-11-08,400.46
CUST10517,2024-05-26,1010.79
CUST10732,2022-07-14,732.14
CUST10581,2024-03-10,674.07
CUST10955,2023-11-12,1671.45
CUST10772,2023-06-05,4260.02
CUST10928,2023-12-06,1179.93
CUST10513,2023-11-29,158.07
CUST10925,2024-06-20,2457.68
CUST10493,2021-12-14,1211.38
CUST10229,2022-05-13,855.28
CUST10771,2024-01-02,1352.35
CUST10899,2022-12-11,1062.95
CUST10892,2024-11-25,356.57
CUST10893,2022-12-29,1550.23
CUST10773,2024-09-14,586.76
CUST10997,2024-08-03,149.68
CUST10863,2025-01-10,1444.38
CUST10165,2024-05-03,1261.18
CUST10726,2023-08-08,865.69
CUST10067,2023-04-29,472.22
CUST10579,2024-07-05,435.13
CUST10255,2024-02-28,1443.1
CUST10465,2023-05-16,1518.84
CUST10142,2023-06-04,1218.56
CUST10385,2025-04-22,683.87
CUST10172,2024-06-13,2961.75
CUST10021,2021-11-11,886.14
CUST10713,2025-02-03,464.07
CUST10882,2021-10-12,904.59
CUST10096,2022-01-11,298.3
CUST10755,2023-07-03,625.04
CUST10058,2024-10-04,1148.79
CUST10034,2024-02-16,1009.6
CUST10929,2023-10-18,1929.45
CUST10862,2024-02-14,224.72
CUST10574,2025-06-05,1628.01
CUST10845,2021-07-03,371.44
CUST10056,2022-03-22,639.61
CUST10626,2024-06-15,1903.79
CUST10510,2023-09-27,642.83
CUST10771,2023-07-12,2648.81
CUST10475,2024-07-30,1067.36
CUST10743,2021-02-27,566.48
CUST10024,2024-04-08,141.71
CUST10504,2023-03-15,205.2
CUST10268,2022-05-01,1106.44
CUST10290,2025-07-22,531.64
CUST10282,2023-11-08,1608.35
CUST10748,2024-06-06,313.68
CUST10390,2023-01-22,114.56
CUST10490,2024-12-11,387.66
CUST10121,2025-03-19,327.55
CUST10862,2023-07-17,2468.49
CUST10089,2023-10-10,979.33
CUST10318,2021-09-06,1403.79
CUST10913,2021-02-27,2166.22
CUST10646,2021-07-27,278.69
CUST10386,2024-09-21,1120.87
CUST10873,2024-08-02,781.67
CUST10445,2025-03-03,731.75
CUST10966,2025-03-12,1263.13
CUST10201,2025-07-09,1125.03
CUST10240,2024-11-19,1627.6
CUST10539,2021-08-11,1699.82
CUST10157,2023-06-29,395.13
CUST10070,2024-03-05,645.24
CUST10709,2025-05-16,162.07
CUST10990,2024-04-16,1352.79
CUST10874,2023-11-13,4666.55
CUST10735,2023-08-11,667.04
CUST10743,2023-03-27,1401.77
CUST10296,2021-12-29,1159.25
CUST10211,2024-12-31,77.74
CUST10814,2024-01-09,1461.54
CUST10945,2024-05-22,1141.98
CUST10103,2022-11-20,1878.7
CUST10358,2025-05-22,867.78
CUST10782,2025-02-20,656.93
CUST10275,2023-09-04,2395.27
CUST10140,2024-06-09,1582.67
CUST10226,2024-02-02,633.52
CUST10366,2021-09-30,294.75
CUST10359,2024-12-21,767.83
CUST10163,2025-02-07,1151.54
CUST10760,2024-12-29,323.56
CUST10783,2023-11-01,1601.21
CUST10999,2024-09-17,485.3
CUST10106,2025-03-17,2845.16
CUST10107,2024-10-24,1019.7
CUST10749,2024-08-23,2005.07
CUST10201,2025-02-22,1396.77
CUST10310,2022-04-17,625.7
CUST10241,2022-06-20,788.9
CUST10833,2023-07-21,1586.69
CUST10649,2024-10-09,131.16
CUST10067,2024-04-02,1132.46
CUST10042,2022-12-06,220.11
CUST10963,2022-12-01,408.39
CUST10340,2025-04-27,1563.74
CUST10616,2021-06-14,1025.3
CUST10897,2023-07-06,1847.03
CUST10749,2024-05-19,246.63
CUST10386,2025-04-09,1244.64
CUST10218,2024-01-30,637.25
CUST10373,2023-03-07,1083.38
CUST10897,2025-04-01,666.46
CUST10625,2021-08-14,2636.85
CUST10701,2024-08-31,608.67
CUST10723,2021-06-14,1427.32
CUST10078,2022-09-08,672.59
CUST10774,2024-05-06,257.11
CUST10470,2024-07-02,2599.24
CUST10478,2022-03-19,1581.03
CUST10339,2023-02-03,664.5
CUST10699,2023-11-10,643.46
CUST10299,2023-04-20,1590.03
CUST10340,2025-03-26,922.18
CUST10696,2022-10-10,1904.99
CUST10797,2025-01-24,416.2
CUST10534,2025-03-26,517.69
CUST10019,2025-02-02,2911.04
CUST10905,2024-08-05,961.55
CUST10522,2022-10-18,2154.37
CUST10088,2025-04-26,393.07
CUST10131,2024-11-20,1248.65
CUST10169,2025-01-13,585.61
CUST10020,2024-02-13,560.95
CUST10947,2022-08-25,960.81
CUST10850,2025-02-16,810.24
CUST10027,2025-02-17,2453.23
CUST10253,2024-02-19,788.23
CUST10209,2025-02-15,469.92
CUST10769,2023-02-05,2382.8
CUST10906,2024-12-07,1069.37
CUST10717,2024-08-19,757.2
CUST10699,2024-06-27,674.64
CUST10746,2025-07-15,350.79
CUST10745,2023-03-27,482.54
CUST10442,2024-04-27,204.76
CUST10317,2023-12-11,537.35
CUST10654,2022-11-11,599.52
CUST10189,2020-08-24,982.35
CUST10990,2021-09-22,1240.81
CUST10109,2024-11-12,445.09
CUST10384,2025-07-16,1011.62
CUST10980,2022-11-01,462.3
CUST10919,2025-03-31,329.65
CUST10538,2024-10-14,407.32
CUST10537,2025-06-03,111.79
CUST10009,2023-01-09,740.1
CUST10626,2024-06-26,1096.37
CUST10201,2024-10-01,859.97
CUST10068,2021-03-13,1521.68
CUST10223,2025-02-14,795.07
CUST10163,2025-07-17,1029.21
CUST10320,2023-01-18,609.95
CUST10208,2025-02-13,1116.64
CUST10793,2023-03-20,1068.2
CUST10806,2025-01-29,947.16
CUST10742,2024-04-01,311.65
CUST10324,2021-04-20,593.05
CUST10822,2024-05-23,86.5
CUST10234,2023-12-10,726.51
CUST10268,2025-05-15,2087.51
CUST10355,2024-01-09,350.05
CUST10401,2021-10-13,170.91
CUST10734,2025-03-27,5892.22
CUST10325,2025-07-24,798.63
CUST10050,2025-07-14,1822.37
CUST10847,2025-06-29,463.24
CUST10466,2022-01-22,884.93
CUST10204,2025-07-23,376.16
CUST10772,2025-06-13,955.32
CUST10697,2025-05-21,2594.31
CUST10112,2023-11-19,1521.09
CUST10472,2025-03-06,310.74
CUST10924,2025-03-08,611.61
CUST10159,2022-05-06,143.35
CUST10399,2022-12-29,808.14
CUST10386,2025-03-09,194.16
CUST10212,2024-08-03,425.58
CUST10321,2022-11-10,1144.9
CUST10347,2023-05-15,1253.52
CUST10243,2024-07-10,1321.81
CUST10507,2025-05-23,1201.41
CUST10478,2024-08-05,1712.77
CUST10408,2023-08-12,1268.45
CUST10746,2024-04-22,1245.96
CUST10979,2024-04-26,837.09
CUST10997,2023-12-05,2011.59
CUST10004,2023-05-09,1721.45
CUST10983,2023-06-15,592.03
CUST10477,2022-06-16,2032.25
CUST10360,2024-08-19,888.52
CUST10658,2022-05-29,626.03
CUST10849,2021-04-01,944.95
CUST10648,2025-03-02,1565.86
CUST10918,2024-12-07,836.85
CUST10492,2025-03-08,1555.17
CUST10345,2024-01-15,1236.65
CUST10056,2022-06-07,1172.4
CUST10453,2024-01-06,794.15
CUST10401,2025-06-09,381.22
CUST10692,2024-06-18,798.58
CUST10622,2025-01-20,699.49
CUST10713,2023-01-23,2119.85
CUST10593,2024-07-08,1000.7
CUST10688,2022-07-29,983.35
CUST10487,2024-12-06,516.46
CUST10499,2022-09-16,623.11
CUST10725,2022-04-10,618.21
CUST10703,2024-12-13,2181.73
CUST10294,2022-10-10,1522.47
CUST10061,2025-07-25,194.03
CUST10514,2024-04-02,1211.4
CUST10473,2022-10-11,72.25
CUST10237,2025-02-13,869.2
CUST10095,2023-06-30,847.01
CUST10658,2022-02-06,1413.81
CUST10948,2024-12-13,823.26
CUST10309,2025-01-27,453.43
CUST10975,2022-07-04,646.84
CUST10663,2024-02-24,1165.1
CUST10166,2024-01-18,1865.91
CUST10461,2024-01-29,729.4
CUST10216,2023-02-23,977.86
CUST10273,2024-05-27,848.92
CUST10166,2025-02-18,297.85
CUST10554,2025-07-28,1436.95
CUST10309,2024-10-22,365.29
CUST10742,2025-05-23,716.99
CUST10401,2025-01-07,1457.95
CUST10866,2022-08-26,143.18
CUST10964,2024-08-05,663.78
CUST10006,2022-03-16,673.22
CUST10192,2023-02-19,166.4
CUST10578,2024-09-05,981.47
CUST10612,2024-10-09,565.2
CUST10491,2023-01-14,370.91
CUST10014,2023-12-31,1538.91
CUST10299,2022-04-20,684.47
CUST10650,2023-03-04,71.28
CUST10936,2024-06-22,1033.08
CUST10759,2024-05-05,524.97
CUST10794,2023-02-20,996.09
CUST10271,2022-03-12,1698.82
CUST10816,2024-07-19,902.35
CUST10567,2024-07-23,832.45
CUST10265,2025-06-29,1450.62
CUST10078,2024-11-22,814.75
CUST10930,2023-05-10,1059.7
CUST10925,2023-03-04,1520.12
CUST10772,2022-12-14,688.69
CUST10399,2023-02-02,696.41
CUST10047,2024-09-15,638.56
CUST10583,2024-02-08,1347.0
CUST10565,2024-02-09,453.78
CUST10715,2025-04-10,1712.9
CUST10039,2025-03-03,451.49
CUST10982,2024-05-20,322.2
CUST10200,2022-01-04,170.6
CUST10712,2025-05-03,269.78
CUST10484,2021-10-01,214.46
CUST10941,2023-09-09,1393.59
CUST10999,2023-06-02,254.92
CUST10780,2025-01-17,894.59
CUST10221,2021-07-05,582.72
CUST10404,2023-12-09,1061.17
CUST10331,2023-11-28,1125.45
CUST10306,2021-11-24,1413.97
CUST10498,2025-05-23,2184.14
CUST10638,2023-04-12,2627.09
CUST10524,2023-05-02,964.95
CUST10262,2024-08-13,384.52
CUST10727,2022-06-02,2847.89
CUST10825,2021-04-29,2840.89
CUST10269,2022-12-02,606.93
CUST10617,2022-10-10,1108.97
CUST10164,2025-07-21,1417.95
CUST10405,2023-10-10,923.08
CUST10413,2021-03-13,464.2
CUST10511,2024-05-15,592.55
CUST10891,2024-12-31,704.61
CUST10908,2024-07-05,1562.08
CUST10886,2025-04-29,482.68
CUST10878,2025-02-02,609.75
CUST10831,2021-12-09,225.12
CUST10570,2022-11-15,616.19
CUST10231,2024-10-22,1987.8
CUST10241,2025-07-29,644.52
CUST10416,2022-05-19,511.98
CUST10612,2023-09-20,464.5
CUST10457,2025-04-29,640.95
CUST10076,2024-07-01,1561.36
CUST10732,2024-03-01,237.52
CUST10780,2024-05-17,798.63
CUST10396,2023-10-22,909.38
CUST10057,2023-04-21,1655.16
CUST10001,2024-08-05,1208.13
CUST10706,2023-08-08,661.96
CUST10194,2024-12-08,1321.67
CUST10873,2023-11-08,393.81
CUST10360,2023-12-14,320.69
CUST10201,2025-06-09,1001.75
CUST10108,2024-12-21,624.68
CUST10714,2023-11-29,908.82
CUST10038,2024-05-25,1216.07
CUST10899,2022-11-07,806.98
CUST10483,2023-09-04,2691.19
CUST10842,2024-11-14,1677.78
CUST10195,2024-09-09,814.43
CUST10055,2025-07-25,211.0
CUST10685,2023-08-28,301.13
CUST10182,2025-02-05,3210.94
